ECAL/WS/T01,working,2023-06-28,Dryblockcalibrator,#REF!,,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/T06,working,2023-06-28,Zubzerocalibrator,#REF!,,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/M03,working,2023-06-28,Measuring Tape,Laboratory Working Standard Measuring Tape (ECAL/WS/M03) (Cert#: ECAL/WS/M03/2023-1)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through vernier caliper calibrated by ITI. (Cert#: SS-2305847).,ECAL/WS/M03/2023-1,internationalacc,laboratory accredited by NABL (India)
ECAL/WS/P01,working,2023-06-28,Pressure gauge Calibrator,Laboratory Working Standard Pressure gauge Calibrator (ECAL/WS/P01) (Cert#: ECAL/WS/P01/2023-01) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through  National Measurement Laboratory. (Cert#: PR/23/09/05),ECAL/WS/P01/2023-01,internationalacclab,laboratory accredited by NABL (India)
ECAL/RS/P04,reference,2023-06-28,Digital Pressure gauge,Laboratory Reference Standard Digital Pressure gauge (ECAL/RS/P04) (Cert#: PR/23/09/05)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through National Measurements laboratory,PR/23/09/05,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/P04,working,2023-06-28,Digital Pressure gauge,#REF!,,internationalacclab,`
ECAL/WS/M05,working,2023-06-28,Gauge blocks,,TSC/20-21/2662-4,internationalacclab,laboratory accredited by NABL (India)
ECAL/RS/S01,reference,2023-06-28,Spectroradiometer,Laboratory Working Standard Spectroradiometer (ECAL/RS/S01) (Cert#: RKT/CRT/SW/2022-23/298-01)  calibrated and traceable to International Standards of units through  RKT Technologies (India) Calibration Laboratory,RKT/CRT/SW/2022-23/298-01,internationalacclab,NIST (National Institute of Standards and Testing) U.S.A
,,,,,,,
ECAL/WS/LM-01,working,2023-09-29,Light meter,Laboratory Working Standard Light meter (ECAL/WS/LM-01) (Cert#: ECAL/WS/LM-01/2023-01)  calibrated and traceable to International Standards of units through  RKT Technologies (India) Calibration Laboratory.  (Cert#: RKT/CRT/SW/2022-23/298-01),ECAL/WS/LM-01/2023-01,international,laboratory accredited by NABL (India)
ECAL/WS/M04,working,2023-09-29,Micrometer,Laboratory Working Standard Micrometer (ECAL/WS/M04) (Cert#: SS-2305848)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through Reference standards maintained at ITI.,SS-2305848,national,
ECAL/WS/C05,working,2023-09-29,Stroboscope,Laboratory Working Standard Stroboscope (ECAL/WS/C05) (Cert#: ECAL/WS/C05/2023/01)  calibrated and traceable to International standards of units,ECAL/WS/C05/2022/01,international,laboratory accredited by NABL (India)
"ECAL/WS/W13-1,2",working,2023-09-29,Check Weight Set,"Laboratory Working Standard slsicheckweightset (ECAL/WS/W13-1,2) (Cert#: TSC/23-24/10749-1, TSC/23-24/10749-2)  calibrated under ISO 17025 requirements. It provides traceability to International Standards of units through laboratory accredited by NABL (India)","TSC/23-24/10749-1, TSC/23-24/10749-2                           1 mg to 1 kg",internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/ND,working,2023-09-29,needle detectors,"Reference Metal detector test cards comprised of certified steel balls belong to class AISI 52100, Chrome steel 100CR6 and manufactured under ISO 3290. Made in England. Cert# 116869A, 200365B, 156526B, 166532A",,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/W02,working,2023-09-29,Check Weight Set,Laboratory Working Standard Check weight set (ECAL/WS/W02) (Cert#: DM/3768/2023)  calibrated under ISO 17025 requirements. It traceable to reference standard maintained at Sri Lanka Standards Institution (SLSI). ,DM/3768/2023                        (1kg to 10 kg),,
ECAL/WS/W18,working,2023-09-29,Check Weight Set,Laboratory Working Standard Check Weight Set (ECAL/WS/W18) (Cert#: DM/1260/2023)  calibrated under ISO 17025 requirements. It traceable to reference standard maintained at Sri Lanka Standards Institution (SLSI). ,DM/1260/2023                  (1g to 1 kg),internationalacclab,laboratory accredited by NABL (India)
-,,2023-09-29,Precision Thermometer,#REF!,TSC/20-21/2889-1,internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/T08,working,2023-09-29,Thermo Hygrometer,Laboratory Working Standard Thermo Hygrometer (ECAL/WS/T08) (SS-2305846)  calibrated  and  traceable to International Standards of units through reference standards maintained at ITI.,Hygrometer,national,laboratory accredited by NABL (India)
"ECAL/WS/W14/A,B",working,2023-09-29,Hanging Weight set,"Laboratory Working Hanging type check weights set (ECAL/WS/W14/A,B ) (Cert# : DM/2430/2022, DM/2429/2022)  calibrated under ISO 17205 accredited requirements and provides traceability to International Standards of units through Sri Lanka Standards Institution ","DM/2430/2022, DM/2429/2022",internationalacclab,laboratory accredited by NABL (India)
ECAL/WS/T03,working,2023-09-29,Thermometer,Laboratory Working Standard Thermometer (ECAL/WS/T03) (Cert: ECAL/WS/T04/2023-3-6) calibrated under ISO 17025 requirements. it provides traceability to International Standards of units through Reference Standard calibrated by NABL(India). (Cert#: TSC/23-24/10749-14) ,"ECAL/WS/T03/2023-3-6   Oven, Dryer Bath (-30 to 250 °C)",international,laboratory accredited by NABL (India)
ECAL/WS/E03,working,2023-09-29,Signal Generator,Laboratory Working Standard Signal Generator (ECAL/WS/E03) (Cert#: ECAL/WS/E03/2023-1) Calibrated against Precision Multimeter (ECAL/WS/E02) (Cert#: TSC/23-24/10749-11) calibrated and traceable to National Standards,ECAL/WS/E03/2023-1  For simulation,,
ECAL/WS/W14,working,2023-09-29,Checkweightset,Laboratory Working Standard check weights set (ECAL/WS/W02/W14) (Cert# : SS - 1618343) calibrated under ISO 17025 requirements. It provides traceability to International Standards of units,,,
ECAL/WS/W05,out of order,2023-09-29,Force gage old,#REF!,TSC/17-18/3096-7,internationalacclab,laboratory accredited by NABL (India) 
ECAL/WS/W05,out of order,2023-09-29,Force gage,#REF!,SSI/CRT/SW/2019-20/023-03,internationalacclab,laboratory accredited by NABL (India) 
ECAL/WS/W09,out of order,2023-09-29,Forcegauge150kg,Laboratory Working Standard Force gauge (ECAL/WS/W09) (Cert#: MA/17/01/01)  calibrated and traceable to National Standards,,,
ECAL/WS/C06,working,2023-09-29,Stop watch,,,national,laboratory accredited by NABL (India) 
ECAL/WS/P03,working,2023-09-29,Hydraulic Pressure Gauge,#REF!,SSI/CRT/INH/2018-19/017-02,internationalacclab,laboratory accredited by NABL (India) 
ECAL/WS/W15,working,2023-09-29,Check Weight Set,"Laboratory Working Standard Check weight set (ECAL/WS/15) (Cert#: ECAL/WS/W15/2023-1) Calibrated against Reference standard (ECAL/WS/W16, ECAL/WS/17A, ECAL/WS/17B) (Cert#: DM/1263/2023) & it provides  traceability to reference standard maintained at Electruments calibration Laboratory.",ECAL/WS/W15/2023-1,internationalacclab,
